Time,1
2018-11-09 12:05:38,"496,321,0"
2018-11-09 12:05:39,"496,321,0"
2018-11-09 12:05:39,"496,321,0"
2018-11-09 12:05:40,"496,321,0"
2018-11-09 12:05:41,"496,321,0"
2018-11-09 12:05:42,"496,321,0"
2018-11-09 12:05:42,"496,321,0"
2018-11-09 12:05:43,"497,321,0"
2018-11-09 12:05:44,"496,321,0"
2018-11-09 12:05:45,"497,321,0"
2018-11-09 12:05:45,"497,321,0"
2018-11-09 12:05:46,"497,321,0"
2018-11-09 12:05:47,"496,321,0"
2018-11-09 12:05:48,"496,321,0"
2018-11-09 12:05:48,"496,321,0"
2018-11-09 12:05:49,"496,321,0"
2018-11-09 12:05:50,"496,321,0"
2018-11-09 12:05:51,"496,321,0"
2018-11-09 12:05:51,"497,321,0"
2018-11-09 12:05:52,"497,321,0"
2018-11-09 12:05:53,"496,321,0"
2018-11-09 12:05:54,"497,321,0"
2018-11-09 12:05:54,"496,321,0"
2018-11-09 12:05:55,"496,321,0"
2018-11-09 12:05:56,"497,321,0"
2018-11-09 12:05:57,"496,321,0"
2018-11-09 12:05:58,"497,321,0"
2018-11-09 12:05:58,"497,321,0"
2018-11-09 12:05:59,"497,321,0"
2018-11-09 12:06:00,"498,321,0"
2018-11-09 12:06:01,"498,321,0"
2018-11-09 12:06:01,"498,321,0"
2018-11-09 12:06:02,"498,322,0"
2018-11-09 12:06:03,"498,322,0"
2018-11-09 12:06:04,"498,322,0"
2018-11-09 12:06:04,"498,322,0"
2018-11-09 12:06:05,"498,322,0"
2018-11-09 12:06:06,"498,322,0"
2018-11-09 12:06:07,"498,322,0"
2018-11-09 12:06:07,"498,322,0"
2018-11-09 12:06:08,"498,322,0"
2018-11-09 12:06:09,"499,322,0"
2018-11-09 12:06:09,"499,322,0"
2018-11-09 12:06:10,"499,322,0"
2018-11-09 12:06:11,"499,322,0"
2018-11-09 12:06:12,"499,322,0"
2018-11-09 12:06:12,"499,323,0"
2018-11-09 12:06:13,"499,323,0"
2018-11-09 12:06:14,"499,323,0"
2018-11-09 12:06:15,"499,322,0"
2018-11-09 12:06:15,"499,322,0"
2018-11-09 12:06:16,"499,323,0"
2018-11-09 12:06:17,"499,323,0"
2018-11-09 12:06:18,"499,323,0"
2018-11-09 12:06:18,"499,322,0"
2018-11-09 12:06:19,"499,322,0"
2018-11-09 12:06:20,"499,322,0"
2018-11-09 12:06:21,"499,322,0"
2018-11-09 12:06:22,"499,323,0"
2018-11-09 12:06:22,"499,323,0"
2018-11-09 12:06:23,"499,322,0"
2018-11-09 12:06:24,"499,323,0"
2018-11-09 12:06:25,"500,323,0"
2018-11-09 12:06:25,"499,323,0"
2018-11-09 12:06:26,"500,323,0"
2018-11-09 12:06:27,"499,323,0"
2018-11-09 12:06:28,"499,323,0"
2018-11-09 12:06:28,"499,323,0"
