Time,160102,150803,160105,151204,100609,140937,150608,130102,131109,150921,120838,141123,150932,151005,160112,141115,150401,140202,141110,140215,130517,140914,151104,130902,160119,151210,141217,121125,151002,150304,160118,120980,141109,141228,160104,160133,151007,121076,120924,121117,141034,151001,160204,150908,151228,110216,141111,121025,150105,150806,151229,90803,151020,150312,160101,150609,120935,80916,151016,120504,150901,151124,160128,160404,151009,150610,141230,140312,140824,140911,141040,151213,160307,160132,150108,160117,141233,150207,151209,151024,151103,120324,120503,150120,140403,151105,120925,140828,141219,151014,111015,151102,160107,151230,160108,150918,151135,141213,141222,160110,160109,150210,160135,130507,151206,160113,130913,151010,140831,131116,120266,150809,151037,151101,151018,150118,81113,140904,141237,150910,101206,130375,150507,130415,150505,150313,151013,151220,160129,150912,110927,151108,150934,160210,151224,160115,141031,150911,150902,150104,160203,110701,140134,141004,121230,140311,151030,151201,141024,150924,150504,160121,121043,150214,141025,151225,160215,110963,151131,151227,131122,151119,141220,141102,141009,151113,151019,151107,150110,150506,140908,141114,160401,160123,131019,150607,160111,151034,151215,130227,150111,140216,151128,141116,151137,151111,131079,151132,131005,151116,160137,160211,121120,151222,141205,151029,150303,151120,110910,140405,150922,160302,151219,160127,130926,160212,151129,110215,140906,141038,150933,160138,111222,150119,141118,100313,111227,151117,140948,140181,140922,160131,130822,100925,120830,120161,150928,150115,100307,151136,120923,130216,130914,100364,141007,150109,151216,140117,151109,140903,121022,130906,141209,150201,150601,101217,150402,110402,140111,160303,121038,131028,120304,160103,140406,121006,150603,150307,130908,160214,130909,141117,80101,151035,120412
2018-10-30 10:26:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1007,1086,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1326,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2032,1301,0",,,,,,,,,,"3587,1165,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1716,1081,0",,,,,,,,"1006,1072,0",,,"3365,1290,0",,,,,,,,"588,1144,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:26:23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1006,1088,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1323,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2031,1301,0",,,,,,,,,,"3586,1165,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1750,1148,0",,,,,,,,"1004,1074,0",,,"3365,1290,0",,,,,,,,"591,1144,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:26:28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1009,1087,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2978,1320,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2034,1300,0",,,,,,,,,,"3585,1165,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1849,1215,0",,,,,,,,"1005,1074,0",,,"3366,1290,0",,,,,,,,"588,1143,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:26:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1009,1086,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1319,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2032,1299,0",,,,,,,,,,"3586,1165,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1920,1252,0",,,,,,,,"1009,1072,0",,,"3360,1288,0",,,,,,,,"588,1143,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:26:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1011,1086,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1319,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2038,1301,0",,,,,,,,,,"3584,1165,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1933,1262,0",,,,,,,,"1013,1073,0",,,"3370,1289,0",,,,,,,,"587,1143,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:26:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1012,1087,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1319,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2048,1304,0",,,,,,,,,,"3584,1168,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1881,1259,0",,,,,,,,"1011,1072,0",,,"3370,1289,0",,,,,,,,"587,1143,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:26:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1014,1088,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1318,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2055,1301,0",,,,,,,,,,"3576,1166,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1865,1278,0",,,,,,,,"1012,1074,0",,,"3371,1289,0",,,,,,,,"584,1141,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:26:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1016,1088,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1317,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2053,1300,0",,,,,,,,,,"3586,1166,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1866,1274,0",,,,,,,,"1014,1075,0",,,"3373,1289,0",,,,,,,,"589,1140,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:26:56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1022,1087,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2978,1318,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2058,1298,0",,,,,,,,,,"3581,1166,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1861,1271,0",,,,,,,,"1014,1074,0",,,"3373,1289,0",,,,,,,,"589,1139,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1019,1088,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2972,1316,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2060,1298,0",,,,,,,,,,"3583,1165,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1855,1263,0",,,,,,,,"1020,1073,0",,,"3373,1289,0",,,,,,,,"586,1141,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1017,1088,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1319,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2061,1298,0",,,,,,,,,,"3576,1167,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1853,1256,0",,,,,,,,"1012,1074,0",,,"3376,1288,0",,,,,,,,"586,1141,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1014,1088,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1317,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2058,1298,0",,,,,,,,,,"3582,1167,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1847,1237,0",,,,,,,,"1013,1074,0",,,"3374,1288,0",,,,,,,,"586,1141,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1014,1089,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1317,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2055,1296,0",,,,,,,,,,"3575,1167,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1843,1210,0",,,,,,,,"1014,1077,0",,,"3374,1288,0",,,,,,,,"585,1141,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1016,1089,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2978,1317,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2054,1298,0",,,,,,,,,,"3583,1166,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1829,1190,0",,,,,,,,"1013,1075,0",,,"3374,1288,0",,,,,,,,"585,1140,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1017,1089,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1317,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2054,1298,0",,,,,,,,,,"3574,1168,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1809,1193,0",,,,,,,,"1015,1075,0",,,"3374,1287,0",,,,,,,,"585,1140,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1017,1090,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1317,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2058,1298,0",,,,,,,,,,"3582,1167,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1810,1186,0",,,,,,,,"1016,1076,0",,,"3374,1287,0",,,,,,,,"585,1140,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1020,1093,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1317,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2064,1300,0",,,,,,,,,,"3576,1166,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1808,1178,0",,,,,,,,"1019,1080,0",,,"3375,1287,0",,,,,,,,"585,1138,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1032,1093,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1316,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2075,1299,0",,,,,,,,,,"3580,1167,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1802,1170,0",,,,,,,,"1031,1080,0",,,"3377,1287,0",,,,,,,,"584,1138,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1044,1092,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1317,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2078,1298,0",,,,,,,,,,"3577,1167,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1770,1164,0",,,,,,,,"1045,1079,0",,,"3379,1287,0",,,,,,,,"580,1133,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1052,1091,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2972,1313,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2080,1299,0",,,,,,,,,,"3580,1172,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1752,1159,0",,,,,,,,"1050,1077,0",,,"3380,1287,0",,,,,,,,"580,1131,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1049,1091,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1315,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2080,1298,0",,,,,,,,,,"3578,1171,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1725,1156,0",,,,,,,,"1048,1077,0",,,"3377,1287,0",,,,,,,,"580,1133,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:27:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1054,1095,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1314,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2084,1300,0",,,,,,,,,,"3568,1187,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1705,1149,0",,,,,,,,"1054,1081,0",,,"3377,1287,0",,,,,,,,"584,1136,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1099,1113,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2979,1317,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2085,1299,0",,,,,,,,,,"3536,1221,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1686,1143,0",,,,,,,,"1096,1095,0",,,"3382,1287,0",,,,,,,,"583,1136,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1163,1139,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1312,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2081,1299,0",,,,,,,,,,"3504,1241,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1672,1140,0",,,,,,,,"1162,1126,0",,,"3383,1286,0",,,,,,,,"582,1136,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1240,1153,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2981,1311,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2081,1298,0",,,,,,,,,,"3487,1230,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1655,1133,0",,,,,,,,"1238,1139,0",,,"3377,1285,0",,,,,,,,"578,1135,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1315,1151,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1310,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2082,1300,0",,,,,,,,,,"3474,1213,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1645,1128,0",,,,,,,,"1314,1135,0",,,"3380,1286,0",,,,,,,,"572,1139,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1358,1131,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1311,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2082,1299,0",,,,,,,,,,"3470,1213,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1633,1126,0",,,,,,,,"1353,1115,0",,,"3380,1286,0",,,,,,,,"549,1143,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1372,1124,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2974,1311,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2082,1298,0",,,,,,,,,,"3463,1213,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1622,1125,0",,,,,,,,"1363,1107,0",,,"3380,1286,0",,,,,,,,"524,1142,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1370,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1311,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2082,1298,0",,,,,,,,,,"3457,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1610,1120,0",,,,,,,,"1363,1107,0",,,"3380,1286,0",,,,,,,,"506,1137,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1124,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2972,1306,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2079,1300,0",,,,,,,,,,"3453,1203,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1595,1116,0",,,,,,,,"1362,1106,0",,,"3378,1285,0",,,,,,,,"497,1133,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1367,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2980,1311,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2087,1299,0",,,,,,,,,,"3464,1211,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1582,1112,0",,,,,,,,"1360,1107,0",,,"3384,1286,0",,,,,,,,"494,1132,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1367,1124,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2976,1309,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2085,1299,0",,,,,,,,,,"3489,1225,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1574,1118,0",,,,,,,,"1360,1107,0",,,"3382,1286,0",,,,,,,,"497,1131,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1366,1124,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1309,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2085,1300,0",,,,,,,,,,"3517,1233,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1569,1124,0",,,,,,,,"1361,1108,0",,,"3378,1286,0",,,,,,,,"494,1129,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:28:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1367,1125,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2085,1299,0",,,,,,,,,,"3539,1238,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1555,1125,0",,,,,,,,"1361,1107,0",,,"3381,1286,0",,,,,,,,"492,1128,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1367,1124,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2081,1299,0",,,,,,,,,,"3553,1234,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1539,1121,0",,,,,,,,"1357,1106,0",,,"3381,1286,0",,,,,,,,"492,1130,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1122,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2975,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2086,1300,0",,,,,,,,,,"3561,1223,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1534,1140,0",,,,,,,,"1361,1107,0",,,"3380,1285,0",,,,,,,,"487,1128,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2977,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2086,1300,0",,,,,,,,,,"3563,1213,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1534,1153,0",,,,,,,,"1361,1107,0",,,"3382,1284,0",,,,,,,,"486,1126,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:29:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1368,1123,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2980,1307,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2086,1299,0",,,,,,,,,,"3571,1208,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1544,1155,0",,,,,,,,"1361,1108,0",,,"3383,1284,0",,,,,,,,"486,1128,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
