Time,160102,150803,160105,151204,100609,140937,150608,130102,131109,150921,120838,141123,150932,151005,160112,141115,150401,140202,141110,140215,130517,140914,151104,130902,160119,151210,141217,121125,151002,150304,160118,120980,141109,141228,160104,160133,151007,121076,120924,121117,141034,151001,160204,150908,151228,110216,141111,121025,150105,150806,151229,90803,151020,150312,160101,150609,120935,80916,151016,120504,150901,151124,160128,160404,151009,150610,141230,140312,140824,140911,141040,151213,160307,160132,150108,160117,141233,150207,151209,151024,151103,120324,120503,150120,140403,151105,120925,140828,141219,151014,111015,151102,160107,151230,160108,150918,151135,141213,141222,160110,160109,150210,160135,130507,151206,160113,130913,151010,140831,131116,120266,150809,151037,151101,151018,150118,81113,140904,141237,150910,101206,130375,150507,130415,150505,150313,151013,151220,160129,150912,110927,151108,150934,160210,151224,160115,141031,150911,150902,150104,160203,110701,140134,141004,121230,140311,151030,151201,141024,150924,150504,160121,121043,150214,141025,151225,160215,110963,151131,151227,131122,151119,141220,141102,141009,151113,151019,151107,150110,150506,140908,141114,160401,160123,131019,150607,160111,151034,151215,130227,150111,140216,151128,141116,151137,151111,131079,151132,131005,151116,160137,160211,121120,151222,141205,151029,150303,151120,110910,140405,150922,160302,151219,160127,130926,160212,151129,110215,140906,141038,150933,160138,111222,150119,141118,100313,111227,151117,140948,140181,140922,160131,130822,100925,120830,120161,150928,150115,100307,151136,120923,130216,130914,100364,141007,150109,151216,140117,151109,140903,121022,130906,141209,150201,150601,101217,150402,110402,140111,160303,121038,131028,120304,160103,140406,121006,150603,150307,130908,160214,130909,141117,80101,151035,120412
2018-10-30 10:45:48,,,,,,,,,,,,,,,,,,,,,,,,"2474,1309,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3115,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1282,1141,0",,,,,,,,,,,,,,,"1423,1226,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2953,1167,0",,,,,,,,,"3575,1234,0",,,,"2111,1305,0"
2018-10-30 10:45:53,,,,,,,,,,,,,,,,,,,,,,,,"2470,1309,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3116,1204,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1282,1139,0",,,,,,,,,,,,,,,"1424,1227,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2958,1171,0",,,,,,,,,"3580,1227,0",,,,"2105,1299,0"
2018-10-30 10:45:57,,,,,,,,,,,,,,,,,,,,,,,,"2474,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3118,1203,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1281,1139,0",,,,,,,,,,,,,,,"1455,1242,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2951,1166,0",,,,,,,,,"3589,1212,0",,,,"2106,1300,0"
2018-10-30 10:46:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3121,1208,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1475,1223,0",,,,,,,,,,,,,,,,,,,,"3573,1200,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1282,1137,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2115,1304,0"
2018-10-30 10:46:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3123,1205,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1536,1220,0",,,,,,,,,,,,,,,,,,,,"3578,1200,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1282,1137,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2115,1302,0"
2018-10-30 10:46:14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1281,1151,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3122,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1515,1226,0",,,,,,,,,,,,,,,,,,,,"3573,1201,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1280,1136,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"527,1119,0",,,,,"2959,1158,0",,,,,,,,,,,,,
2018-10-30 10:46:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1281,1150,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3125,1205,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1513,1223,0",,,,,,,,,,,,,,,,,,,,"3579,1203,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1280,1134,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"525,1120,0",,,,,"2956,1157,0",,,,,,,,,,,,,
2018-10-30 10:46:24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1281,1150,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3130,1203,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1514,1225,0",,,,,,,,,,,,,,,,,,,,"3574,1200,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1277,1136,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"532,1131,0",,,,,"2958,1156,0",,,,,,,,,,,,,
2018-10-30 10:46:30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1280,1151,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3126,1198,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1513,1222,0",,,,,,,,,,,,,,,,,,,,"2477,1312,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"531,1166,0",,,,,"2962,1173,0",,,,,,,,,,,,,
2018-10-30 10:46:35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1280,1150,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3132,1202,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1543,1223,0",,,,,,,,,,,,,,,,,,,,"2475,1314,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"541,1194,0",,,,,"2962,1174,0",,,,,,,,,,,,,
2018-10-30 10:46:41,,,,,,,,,,,,,,,,,,,,,,,,"2478,1312,0",,,,,,"1281,1155,0",,,,,,,,,,,,,,,,,,,,,"3590,1229,0",,,,,,,,,,,,,,,,"3126,1203,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1602,1242,0",,,,,,,,,,"2120,1308,0",,,,,,,,,,,,,,,,,,,,,,"435,1209,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3727,1315,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2957,1163,0",,,,,,,,,,,,,
2018-10-30 10:46:46,,,,,,,,,,,,,,,,,,,,,,,,"2482,1309,0",,,,,,"1282,1152,0",,,,,,,,,,,,,,,,,,,,,"3601,1243,0",,,,,,,,,,,,,,,,"3129,1202,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1630,1248,0",,,,,,,,,,"2120,1308,0",,,,,,,,,,,,,,,,,,,,,,"426,1194,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3741,1330,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2956,1157,0",,,,,,,,,,,,,
2018-10-30 10:46:51,,,,,,,,,,,,,,,,,,,,,,,,"2495,1308,0",,,,,,"1282,1153,0",,,,,,,,,,,,,,,,,,,,,"3607,1254,0",,,,,,,,,,,,,,,,"3124,1198,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1597,1248,0",,,,,,,,,,"2117,1308,0",,,,,,,,,,,,,,,,,,,,,,"396,1167,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3715,1340,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2951,1146,0",,,,,,,,,,,,,
2018-10-30 10:46:58,,,,,,,,,,,,,,,,,,,"3378,1288,0",,,,,,,,,,,"1281,1151,0",,,,,,,,,,,,,,,,,,,,,"3596,1261,0",,,,,,,,,,,,,,,,"3134,1198,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"404,1154,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2509,1320,0",,,,,,,"2960,1146,0",,,,,,,,,,"587,1242,0",,,
2018-10-30 10:47:03,,,,,,,,,,,,,,,,,,,"3374,1287,0",,,,,,,,,,,"1281,1150,0",,,,,,,,,,,,,,,,,,,,,"3581,1274,0",,,,,,,,,,,,,,,,"3134,1199,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"438,1162,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2557,1320,0",,,,,,,"2958,1145,0",,,,,,,,,,"608,1241,0",,,
2018-10-30 10:47:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1281,1152,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3133,1199,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2028,1287,0",,,,,,,,,,,,,,,,,,,,,,,,,"1624,1247,0",,,,,,,,,,,,,,,,,,,,"3568,1291,0",,,,,,,,,,,,"452,1190,0",,,,,,,,,,,,,,,,,,"605,1234,0",,,,,,,,,,,,,,,,,,"2614,1301,0",,,,,,,,,"1623,1267,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2963,1141,0",,,,,,,,,,,,,
2018-10-30 10:47:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1282,1151,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3134,1199,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1995,1272,0",,,,,,,,,,,,,,,,,,,,,,,,,"1586,1246,0",,,,,,,,,,,,,,,,,,,,"3541,1283,0",,,,,,,,,,,,"501,1194,0",,,,,,,,,,,,,,,,,,"605,1232,0",,,,,,,,,,,,,,,,,,"2680,1270,0",,,,,,,,,"1583,1269,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2962,1142,0",,,,,,,,,,,,,
2018-10-30 10:47:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1283,1151,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3127,1197,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1973,1264,0",,,,,,,,,,,,,,,,,,,,,,,,,"1594,1249,0",,,,,,,,,,,,,,,,,,,,"3531,1270,0",,,,,,,,,,,,"538,1191,0",,,,,,,,,,,,,,,,,,"603,1232,0",,,,,,,,,,,,,,,,,,"2729,1227,0",,,,,,,,,"1593,1271,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2957,1141,0",,,,,,,,,,,,,
2018-10-30 10:47:29,,,,,,,,,,,,,,,,,,,"3370,1282,0",,,,,,,,,,,"1282,1152,0",,,,,,,,,,,,,,,,,,,,,"3554,1258,0",,,,,,,,,,,,,,,,"3138,1196,0",,,,,,,,,,,,,,,,,,,,,,,,"573,1225,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"1954,1259,0",,,,,,,,,,,,,,,,,,,,,,,,,"1566,1242,0",,,,,,,,,,,,,,,,,,,,"3560,1254,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1813,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2963,1147,0",,,,,,,,,,,,,
2018-10-30 10:47:35,,,,,,,,,,,,,,,,,,,"3371,1287,0",,,,,,,,,,,"1282,1154,0",,,,,,,,,,,,,,,,,,,,,"3553,1255,0",,,,,,,,,,,,,,,,"3132,1195,0",,,,,,,,,,,,,,,,,,,,,,,,"568,1222,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"1960,1258,0",,,,,,,,,,,,,,,,,,,,,,,,,"1573,1183,0",,,,,,,,,,,,,,,,,,,,"3557,1251,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1815,1317,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2963,1147,0",,,,,,,,,,,,,
2018-10-30 10:47:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1285,1161,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3138,1198,0",,,,,,,,,,,,,,,,,,,,,,,,"575,1219,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"1960,1258,0",,,,,,,,,,,,,,,,,,,,,,,,,"1503,1141,0",,,,,,,,,,,,,,,,,,,,"3557,1259,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1762,1289,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2965,1149,0",,,,,,,,,,,,,
2018-10-30 10:47:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1284,1166,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3130,1196,0",,,,,,,,,,,,,,,,,,,,,,,,"573,1218,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"1958,1256,0",,,,,,,,,,,,,,,,,,,,,,,,,"1377,1162,0",,,,,,,,,,,,,,,,,,,,"3559,1258,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1742,1280,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2964,1148,0",,,,,,,,,,,,,
2018-10-30 10:47:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1289,1169,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3140,1196,0",,,,,,,,,,,,,,,,,,,,,,,,"576,1216,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"1956,1254,0",,,,,,,,,,,,,,,,,,,,,,,,,"1387,1069,0",,,,,,,,,,,,,,,,,,,,"3560,1255,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1730,1276,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2964,1149,0",,,,,,,,,,,,,
2018-10-30 10:47:59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3131,1195,0",,,,,,,,,,,,,,,,,,,,,,,,"570,1218,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"1966,1252,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3554,1232,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1377,1046,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2962,1141,0",,,,,,,,,,,,,
2018-10-30 10:48:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3138,1197,0",,,,,,,,,,,,,,,,,,,,,,,,"572,1217,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"1968,1251,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3547,1226,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1369,1023,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2960,1144,0",,,,,,,,,,,,,
2018-10-30 10:48:10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3141,1202,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3553,1224,0",,,,,,,,,"3379,1280,0",,,,,,,,,,,,,,,,,,,,,,,,,"1740,1284,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2960,1142,0",,,,,,,,,,,,,
2018-10-30 10:48:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3141,1200,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3552,1223,0",,,,,,,,,"3377,1279,0",,,,,,,,,,,,,,,,,,,,,,,,,"1738,1276,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2960,1141,0",,,,,,,,,,,,,
2018-10-30 10:48:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3141,1200,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3563,1212,0",,,,,,,,,"3374,1278,0",,,,,,,,,,,,,,,,,,,,,,,,,"1758,1269,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2965,1144,0",,,,,,,,,,,,,
2018-10-30 10:48:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3137,1198,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1395,1051,0",,,,,,,,,,,,,,,,,,,,"3562,1203,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1340,1132,0",,,,,,,,,,,,,,,"3703,1312,0",,,,,,,,,,,,,,"758,1181,0",,,,,,,,,,,,,,,,,,"2953,1138,0",,,,,,,,,,,,,
2018-10-30 10:48:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3137,1199,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1312,1032,0",,,,,,,,,,,,,,,,,,,,"3568,1197,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1346,1128,0",,,,,,,,,,,,,,,"3718,1306,0",,,,,,,,,,,,,,"757,1180,0",,,,,,,,,,,,,,,,,,"2960,1139,0",,,,,,,,,,,,,
2018-10-30 10:48:38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2550,1284,0",,,,,,,,,,,,,,,,"3139,1201,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3722,1307,0",,,,,,,,,,,,,,,,,"3571,1198,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3381,1289,0",,,,,,,,,,,,,,,,,,,,,,,"2069,1189,0",,,,,,,,,,,,,,,,,,,,,"2959,1154,0",,,,,,,,,,,,,
2018-10-30 10:48:43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2497,1278,0",,,,,,,,,,,,,,,,"3139,1199,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3719,1305,0",,,,,,,,,,,,,,,,,"3570,1194,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3383,1289,0",,,,,,,,,,,,,,,,,,,,,,,"2172,1155,0",,,,,,,,,,,,,,,,,,,,,"2959,1153,0",,,,,,,,,,,,,
2018-10-30 10:48:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2496,1279,0",,,,,,,,,,,,,,,,"3135,1199,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3719,1304,0",,,,,,,,,,,,,,,,,"3573,1193,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3380,1288,0",,,,,,,,,,,,,,,,,,,,,,,"2253,1153,0",,,,,,,,,,,,,,,,,,,,,"2959,1154,0",,,,,,,,,,,,,
2018-10-30 10:48:55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"586,1209,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3129,1195,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3723,1303,0",,,,,,,,,,,,,,,,,"3567,1180,0",,,,,,"2232,1241,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3367,1280,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2955,1144,0",,,,,,,,,,,,,
2018-10-30 10:49:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"624,1192,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3135,1194,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3723,1303,0",,,,,,,,,,,,,,,,,"3568,1175,0",,,,,,"2217,1275,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3373,1282,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2955,1144,0",,,,,,,,,,,,,
2018-10-30 10:49:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3137,1200,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3724,1303,0",,,,,,,,,,,,,,,,,"3570,1173,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3379,1288,0",,,,,"1802,1267,0",,,"575,1191,0",,,,,,,,,,,,,,,,,,"760,1188,0",,,,,,,,,,,"2522,1291,0",,,,,,,"2954,1151,0",,,,,,,,,,,,,
2018-10-30 10:49:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3142,1196,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3723,1299,0",,,,,,,,,,,,,,,,,"3571,1172,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3379,1287,0",,,,,"1753,1286,0",,,"546,1199,0",,,,,,,,,,,,,,,,,,"762,1187,0",,,,,,,,,,,"2518,1289,0",,,,,,,"2953,1150,0",,,,,,,,,,,,,
2018-10-30 10:49:18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3136,1197,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3728,1302,0",,,,,,,,,,,,,,,,,"3568,1170,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3378,1287,0",,,,,"1712,1289,0",,,"544,1197,0",,,,,,,,,,,,,,,,,,"762,1187,0",,,,,,,,,,,"2512,1290,0",,,,,,,"2955,1148,0",,,,,,,,,,,,,
2018-10-30 10:49:25,,,,,,,,,,,,,,,,,,,"3370,1294,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3139,1197,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3575,1170,0",,,,,,,"572,1202,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1697,1274,0",,,,,,,"3714,1304,0",,,,,,,,,,,,,,,"2131,1265,0",,,,,,,,,,"2517,1294,0",,,,,,,"2955,1151,0",,,,,,,,,,,,,
