Time,160102,150803,160105,151204,100609,140937,150608,130102,131109,150921,120838,141123,150932,151005,160112,141115,150401,140202,141110,140215,130517,140914,151104,130902,160119,151210,141217,121125,151002,150304,160118,120980,141109,141228,160104,160133,151007,121076,120924,121117,141034,151001,160204,150908,151228,110216,141111,121025,150105,150806,151229,90803,151020,150312,160101,150609,120935,80916,151016,120504,150901,151124,160128,160404,151009,150610,141230,140312,140824,140911,141040,151213,160307,160132,150108,160117,141233,150207,151209,151024,151103,120324,120503,150120,140403,151105,120925,140828,141219,151014,111015,151102,160107,151230,160108,150918,151135,141213,141222,160110,160109,150210,160135,130507,151206,160113,130913,151010,140831,131116,120266,150809,151037,151101,151018,150118,81113,140904,141237,150910,101206,130375,150507,130415,150505,150313,151013,151220,160129,150912,110927,151108,150934,160210,151224,160115,141031,150911,150902,150104,160203,110701,140134,141004,121230,140311,151030,151201,141024,150924,150504,160121,121043,150214,141025,151225,160215,110963,151131,151227,131122,151119,141220,141102,141009,151113,151019,151107,150110,150506,140908,141114,160401,160123,131019,150607,160111,151034,151215,130227,150111,140216,151128,141116,151137,151111,131079,151132,131005,151116,160137,160211,121120,151222,141205,151029,150303,151120,110910,140405,150922,160302,151219,160127,130926,160212,151129,110215,140906,141038,150933,160138,111222,150119,141118,100313,111227,151117,140948,140181,140922,160131,130822,100925,120830,120161,150928,150115,100307,151136,120923,130216,130914,100364,141007,150109,151216,140117,151109,140903,121022,130906,141209,150201,150601,101217,150402,110402,140111,160303,121038,131028,120304,160103,140406,121006,150603,150307,130908,160214,130909,141117,80101,151035,120412
2018-10-30 10:42:21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1014,1083,0",,,,,,,,,,,,,,,,,,,,,,"2948,1196,0",,,,,,,,,,,,,,,"3115,1193,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3594,1159,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1012,1068,0",,,,,,,,,,,"595,1138,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:42:26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1014,1086,0",,,,,,,,,,,,,,,,,,,,,,"2945,1190,0",,,,,,,,,,,,,,,"3115,1193,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3592,1159,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1007,1069,0",,,,,,,,,,,"595,1138,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:42:31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1011,1083,0",,,,,,,,,,,,,,,,,,,,,,"2941,1191,0",,,,,,,,,,,,,,,"3101,1202,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3592,1160,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1702,1064,0",,,,,,,,"1010,1073,0",,,,,,,,,,,"595,1138,0",,,,,,,,,,,,,,,"2056,1291,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:42:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1012,1082,0",,,,,,,,,,,,,,,,,,,,,,"2938,1191,0",,,,,,,,,,,,,,,"3077,1228,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3588,1159,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1713,1067,0",,,,,,,,"1010,1072,0",,,,,,,,,,,"594,1138,0",,,,,,,,,,,,,,,"2070,1295,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:42:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1013,1084,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3063,1266,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3595,1156,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1708,1073,0",,,,,,,,"1013,1076,0",,,,,,,,,,,"596,1139,0",,,,,,,,,,,,,,,"2078,1299,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:42:47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1007,1084,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3021,1308,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3596,1155,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1709,1079,0",,,,,,,,"1008,1075,0",,,,,,,,,,,"595,1138,0",,,,,,,,,,,,,,,"2078,1299,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:42:51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1003,1080,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2993,1317,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3593,1154,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1724,1122,0",,,,,,,,"1006,1078,0",,,,,,,,,,,"595,1138,0",,,,,,,,,,,,,,,"2081,1297,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:42:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1006,1085,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3593,1154,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1779,1177,0",,,,,,,,,,,,,,,,"1780,1180,0",,,"596,1137,0",,,,,,,,,,,,,,,"2074,1296,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:43:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1008,1084,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3590,1151,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1884,1226,0",,,,,,,,,,,,,,,,"1885,1229,0",,,"595,1137,0",,,,,,,,,,,,,,,"2071,1293,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:43:07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1011,1088,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1913,1266,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3591,1157,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1008,1074,0",,,"3355,1293,0",,,,,,,,"594,1138,0",,,,,,,,,,,,,,,"2081,1299,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:43:12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1011,1088,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1884,1250,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3585,1155,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1008,1073,0",,,"3355,1288,0",,,,,,,,"593,1138,0",,,,,,,,,,,,,,,"2091,1302,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:43:16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1011,1089,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1844,1268,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3586,1157,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1008,1074,0",,,"3362,1290,0",,,,,,,,"591,1135,0",,,,,,,,,,,,,,,"2098,1298,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:43:22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1013,1084,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1854,1278,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1679,1135,0",,,,,,,,,,,,,,,,,,,,"3591,1158,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1013,1075,0",,,,,,,,,,,"595,1135,0",,,,,,,,,,,,,,,,,,,"2093,1305,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:43:27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1019,1084,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1850,1273,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1686,1136,0",,,,,,,,,,,,,,,,,,,,"3591,1156,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1016,1075,0",,,,,,,,,,,"595,1135,0",,,,,,,,,,,,,,,,,,,"2096,1302,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:43:33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1019,1087,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3591,1160,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1016,1074,0",,,,,,,,"1849,1273,0",,,"594,1137,0",,,,,,,,,,,,,,,,,,,"2095,1303,0",,,,,,,,,,,,,,,,,"2955,1192,0",,,,,,,,,"2635,1305,0",,,,
2018-10-30 10:43:37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1017,1087,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3587,1157,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1014,1073,0",,,,,,,,"1846,1266,0",,,"594,1137,0",,,,,,,,,,,,,,,,,,,"2095,1302,0",,,,,,,,,,,,,,,,,"2954,1193,0",,,,,,,,,"2667,1287,0",,,,
2018-10-30 10:43:42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1014,1086,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3589,1162,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1011,1074,0",,,,,,,,"1837,1255,0",,,"595,1135,0",,,,,,,,,,,,,,,,,,,"2089,1296,0",,,,,,,,,,,,,,,,,"2954,1194,0",,,,,,,,,"2656,1285,0",,,,
2018-10-30 10:43:48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1014,1086,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1838,1219,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3583,1159,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1012,1076,0",,,,,,,,"1839,1223,0",,,"595,1136,0",,,,,,,,,,,,,,,,,,,"2095,1300,0",,,,,,,,,,,,,,,,,"2953,1186,0",,,,,,,,,"2612,1317,0",,,,
2018-10-30 10:43:53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1015,1086,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1833,1193,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3585,1161,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1012,1077,0",,,,,,,,"1831,1197,0",,,"595,1136,0",,,,,,,,,,,,,,,,,,,"2095,1302,0",,,,,,,,,,,,,,,,,"2959,1185,0",,,,,,,,,"2555,1319,0",,,,
2018-10-30 10:44:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1016,1087,0",,,,,,,,,,,,,,,,,,,,,"3581,1169,0",,,,,,,,,,,,,,,,"3155,1239,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1015,1073,0",,,,,,,,"1823,1198,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2958,1188,0",,,,,,,,,,,,,
2018-10-30 10:44:04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1011,1085,0",,,,,,,,,,,,,,,,,,,,,"3578,1169,0",,,,,,,,,,,,,,,,"3144,1229,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1015,1073,0",,,,,,,,"1814,1198,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2952,1187,0",,,,,,,,,,,,,
2018-10-30 10:44:09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1017,1089,0",,,,,,,,,,,,,,,,,,,,,"3581,1168,0",,,,,,,,,,,,,,,,"3120,1218,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1016,1076,0",,,,,,,,"1815,1188,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2955,1187,0",,,,,,,,,,,,,
2018-10-30 10:44:15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3117,1217,0",,,"1811,1173,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3574,1159,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1028,1083,0",,,,,,,,,,,"595,1136,0",,,,,,,,,,,,,,,"2104,1300,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:44:19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3103,1211,0",,,"1786,1166,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3580,1159,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1037,1081,0",,,,,,,,,,,"592,1137,0",,,,,,,,,,,,,,,"2114,1297,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:44:26,,,,,,,,,,,,,,,,,,,,,,,,"2477,1310,0",,,,,,"1037,1099,0",,,,,,,,,,,,,,,,,,,,,"3580,1165,0","2947,1179,0",,,,,,,,,,,,,,,"3113,1214,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1446,1211,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1039,1081,0",,,,,,,,,,,"594,1135,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:44:30,,,,,,,,,,,,,,,,,,,,,,,,"2463,1313,0",,,,,,"1039,1098,0",,,,,,,,,,,,,,,,,,,,,"3584,1164,0","2949,1176,0",,,,,,,,,,,,,,,"3117,1213,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1414,1202,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1038,1077,0",,,,,,,,,,,"595,1133,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:44:35,,,,,,,,,,,,,,,,,,,,,,,,"2444,1301,0",,,,,,"1039,1099,0",,,,,,,,,,,,,,,,,,,,,"3573,1172,0","2941,1174,0",,,,,,,,,,,,,,,"3111,1211,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1415,1200,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1040,1081,0",,,,,,,,,,,"592,1133,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2018-10-30 10:44:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3567,1196,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1060,1089,0",,,,,,,,,,,"591,1132,0",,,,"1420,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2950,1167,0",,,,,,,,,,,,,"2110,1307,0"
2018-10-30 10:44:46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3532,1229,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1118,1109,0",,,,,,,,,,,"593,1132,0",,,,"1420,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2949,1164,0",,,,,,,,,,,,,"2110,1314,0"
2018-10-30 10:44:52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1144,1156,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3113,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1664,1139,0",,,,,,,,,,,,,,,,,,,"595,1135,0",,,,"1420,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3591,1237,0",,,,"2108,1305,0"
2018-10-30 10:44:57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1228,1158,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3109,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1648,1133,0",,,,,,,,,,,,,,,,,,,"593,1135,0",,,,"1419,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3590,1234,0",,,,"2111,1305,0"
2018-10-30 10:45:01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1289,1151,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3113,1204,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1634,1129,0",,,,,,,,,,,,,,,,,,,"575,1146,0",,,,"1419,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3588,1232,0",,,,"2113,1305,0"
2018-10-30 10:45:08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3113,1207,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2447,1307,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1625,1127,0",,,,,,,,"1282,1140,0",,,,,,,,,,,"554,1137,0",,,,"1424,1210,0",,,,,,,"3621,1239,0",,,,,,,,,,,,,,,,,,,,,,,,,"2951,1163,0",,,,,,,,,,,,,"2109,1302,0"
2018-10-30 10:45:13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3113,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2465,1310,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1614,1124,0",,,,,,,,"1285,1136,0",,,,,,,,,,,"528,1132,0",,,,"1421,1212,0",,,,,,,"3616,1237,0",,,,,,,,,,,,,,,,,,,,,,,,,"2953,1163,0",,,,,,,,,,,,,"2113,1313,0"
2018-10-30 10:45:19,,,,,,,,,,,,,,,,,,,,,,,,"2469,1304,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2950,1166,0",,,,,,,,,,,,,,,"3113,1200,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2471,1313,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1602,1116,0",,,,,,,,"1290,1136,0",,,"1603,1121,0",,,,,,,,,,,,"1428,1218,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2954,1165,0",,,,,,,,,,,,,"2110,1309,0"
2018-10-30 10:45:24,,,,,,,,,,,,,,,,,,,,,,,,"2471,1304,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2951,1168,0",,,,,,,,,,,,,,,"3116,1197,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2477,1314,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1591,1111,0",,,,,,,,"1287,1137,0",,,"1592,1117,0",,,,,,,,,,,,"1424,1218,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2959,1166,0",,,,,,,,,,,,,"2113,1309,0"
2018-10-30 10:45:29,,,,,,,,,,,,,,,,,,,,,,,,"2467,1302,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,"2950,1165,0",,,,,,,,,,,,,,,"3118,1198,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2476,1314,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1579,1113,0",,,,,,,,"1286,1137,0",,,"1574,1118,0",,,,,,,,,,,,"1429,1218,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2954,1164,0",,,,,,,,,,,,,"2114,1306,0"
2018-10-30 10:45:36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3116,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2472,1318,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1280,1140,0",,,"1591,1116,0",,,,,,,,,,,,"1426,1218,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"528,1116,0",,,,,"2952,1162,0",,,,,,,,,,,,,"2114,1303,0"
2018-10-30 10:45:41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3112,1206,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2469,1315,0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1280,1139,0",,,"1583,1122,0",,,,,,,,,,,,"1424,1219,0",,,,,,,,,,,,,,,,,,,,,,,,,,,"525,1116,0",,,,,"2954,1162,0",,,,,,,,,,,,,"2106,1304,0"
